"fips","Name","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
48067,"Cass",17.7,25.6,1.2934,NA,18.3946,3.2232,3.0179,30119,86,62,4.6,30327,3,9.9,"4",13.2,"11",36.3,4,13.2,"3",9.9,"9",29.7,NA,NA,NA,NA,NA,6,"TX",6,6,44.5,NA,8.7474520278344,20.0122356414795,9,0,0,0,0,0,0,0,29.6765258680384,0,0,0,0,0,0,0,1,3.3,10,1,7,32.9739176311538,"Non I-35 Corridor",0.866666666666667,"067","Cass","2",FALSE,0.0469635357642824,0.175291532871388,0.4491,0.356727099236641,0.0699904580152672,0.127242366412214,0.0392652671755725,0.0071087786259542,0.00949427480916031,0.151396087610767,0.0814545454545455,47539,FALSE,FALSE
48069,"Castro",15.3,20.4,1.812,0,11.0985,1.6988,1.6988,7665,18,11,2.5,7103,1,14.1,"0",0,"2",28.2,2,28.2,"0",0,"4",56.3,NA,NA,NA,NA,NA,6,"TX",6,6,9.7,NA,2.64550264550265,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,28.1571167112488,"Non I-35 Corridor",0.883333333333333,"069","Castro","2",FALSE,0.648062425605079,0.118417535418337,0.4437,0.262491957966974,0.0806347844735149,0.123740081492601,0.0272356851812138,0,0.0135106154835943,0.133750488854126,0.0149543062863473,49900,FALSE,FALSE
48071,"Chambers",9.3,11,1.1181,NA,17.0298,4.6732,1.9209,42454,98,40,5.9,42320,9,21.3,"2",4.7,"13",30.7,1,2.4,"2",4.7,"6",14.2,"Metropolitan Statistical Area","Central",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,8.2,NA,4.80556569538984,24.7739434242249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,35,18.9035916824197,"Non I-35 Corridor",0.95,"071","Chambers","2",FALSE,0.231847971623875,0.14377677324687,0.4417,0.223515457039069,0.042108384609682,0.148899102972793,0.0517087997627697,0.0196456371858551,0.00455927051671732,0.0687648955558671,0.070643494598403,95989,FALSE,FALSE
48073,"Cherokee",16.7,24.4,1.6355,NA,19.264,3.3024,3.5383,52592,130,74,4.4,52178,10,19.2,"9",17.2,"34",65.2,35,67.1,"4",7.7,"35",67.1,"Micropolitan Statistical Area","Central",27380,"Jacksonville, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,28.5,NA,6.20487185590732,21.0098430514336,53,39,0,51,53,40,0,51,101.5753765955,74.7441450419717,0,97.7423435164245,101.5753765955,76.6606615815094,0,97.7423435164245,13,24.9,16,4,24,30.6642646326038,"Non I-35 Corridor",0.95,"073","Cherokee","2",FALSE,0.23436693987505,0.146137488242751,0.4386,0.239959136018681,0.0752189141856392,0.115265615878576,0.0441914769410391,0.00604203152364273,0.00884413309982487,0.14789644012945,0.0649281767955801,50199,FALSE,FALSE
48075,"Childress",21.4,24.1,2.7685,0,14.5072,2.5471,1.9934,7291,60,65,2.9,7062,0,0,"1",14.2,"3",42.5,1,14.2,"0",0,"10",141.6,NA,NA,NA,NA,NA,7,"TX",6,11,63.9,NA,4.60684273709484,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,70,14.1602945341263,"Non I-35 Corridor",0.883333333333333,"075","Childress","1",TRUE,0.350464053192963,0.144201740365832,0.4394,0.2472359893252,0.130003812428517,0.148494090735799,0.0213495996950057,0.0152497140678612,0.00247807853602745,0.0987868284228769,0.0780365009439899,43564,FALSE,TRUE
48077,"Clay",11.1,14.6,1.6446,0,20.6897,5.6233,1.9629,10456,20,21,3.4,9787,2,20.4,"0",0,"5",51.1,2,20.4,"0",0,"5",51.1,"Metropolitan Statistical Area","Outlying",48660,"Wichita Falls, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,12.6,NA,8.54374633000587,21.9790354371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,3,40.8705425564524,"Non I-35 Corridor",0.95,"077","Clay","1",TRUE,0.0653006510915358,0.122019499951733,0.4172,0.290715971675846,0.0578284815106216,0.171911880409127,0.0536323105166536,0.00563860477314451,0.004982953055337,0.113729261841789,0.0276478959138036,63125,FALSE,TRUE
48079,"Cochran",19.2,29.4,NA,NA,14.0921,NA,NA,2836,3,1,4.8,3348,1,29.9,"0",0,"2",59.7,1,29.9,"0",0,"1",29.9,NA,NA,NA,NA,NA,9,"TX",6,10,17.6,NA,4.20102080879466,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,15,59.7371565113501,"Non I-35 Corridor",0.8,"079","Cochran","0",TRUE,0.591258741258741,0.271216407355021,0.4703,0.292021276595745,0.0537234042553192,0.0627659574468085,0.0148936170212766,0.00478723404255319,0,0.174463937621832,0.0935412026726058,41000,TRUE,TRUE
48081,"Coke",11.4,18,NA,0,16.8831,3.4091,3.2468,3370,NA,NA,3.5,3215,0,0,"0",0,"2",62.2,1,31.1,"2",62.2,"0",0,NA,NA,NA,NA,NA,8,"TX",6,7,NA,NA,7.8234398782344,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.75,"081","Coke","1",TRUE,0.220436628259551,0.124803025527892,0.4325,0.287212585720048,0.045582896329165,0.137958854376765,0.0657523194836628,0.00968132311415893,0.00847115772488907,0.0775384615384615,0.0229265003371544,45072,FALSE,TRUE
48083,"Coleman",16,28.1,0.9709,NA,16.4509,1.5102,1.9417,8397,7,2,4.1,8478,2,23.6,"0",0,"1",11.8,2,23.6,"0",0,"4",47.2,NA,NA,NA,NA,NA,6,"TX",6,6,14.3,NA,9.03175429463821,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,28,70.7714083510262,"Non I-35 Corridor",0.866666666666667,"083","Coleman","1",TRUE,0.177031759449342,0.147066014669927,0.479,0.302024560238965,0.059077331563226,0.117324925323598,0.0356787255227348,0.00995685363425158,0.00564221705940923,0.0942153493699885,0.0579017264276228,46948,FALSE,TRUE
48085,"Collin",6.2,6.7,1.3896,0.1328,19.5319,2.2956,2.2434,1005146,1010,705,2.9,1039369,128,12.3,"276",26.6,"1,071",103,79,7.6,"364",35,"1,055",101.5,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,29.7,2.72437327671647,4.17467929899057,10.2730318903923,2178,2,0,277,2041,1,0,260,209.550217487726,0.192424442137489,0,26.6507852360423,196.369143201308,0.0962122210687446,0,25.0151774778736,109,10.5,76,16,21,7.31212880122459,"Non I-35 Corridor",0.983333333333333,"085","Collin","11",FALSE,0.153469352052308,0.0625559267061457,0.4324,0.125383338894987,0.0193756955213333,0.337816882161888,0.150946814984153,0.0268001262319315,0.0167181811730208,0.0274179540638941,0.0399620887007527,100541,FALSE,FALSE
48087,"Collingsworth",16.9,25.5,NA,0,14.7705,2.7944,2.5948,2962,10,4,2.7,3210,0,0,"0",0,"1",31.2,0,0,"0",0,"1",31.2,NA,NA,NA,NA,NA,9,"TX",6,10,14.2,NA,7.12669683257919,23.2821360230446,4,0,0,0,0,0,0,0,124.610591900312,0,0,0,0,0,0,0,0,0,3,1,23,93.4579439252336,"Non I-35 Corridor",0.866666666666667,"087","Collingsworth","0",TRUE,0.317795168424634,0.201879568395405,0.5497,0.187008905185961,0.0303823991618649,0.182294394971189,0.0282870612886328,0.00733368255631221,0.00523834468308015,0.224489795918367,0.0583684950773558,41202,TRUE,TRUE
48089,"Colorado",12.7,18.4,1.248,NA,14.6906,1.118,2.8861,21217,46,53,3.4,21273,6,28.2,"1",4.7,"4",18.8,2,9.4,"1",4.7,"20",94,NA,NA,NA,NA,NA,6,"TX",6,4,22,14.5935691005497,6.32387994357153,19.623938202858,0,1,0,0,0,0,0,0,0,4.70079443425939,0,0,0,0,0,0,0,0,10,1,13,47.0079443425939,"Non I-35 Corridor",0.883333333333333,"089","Colorado","4",FALSE,0.302242824366718,0.100891915220102,0.4653,0.341627858483353,0.0392715646069368,0.141030096615,0.0289149927017446,0.0147355251268506,0.00604712587752832,0.0775329212577264,0.0388277613203555,52663,FALSE,FALSE
48091,"Comal",7.5,9.4,1.5732,0.1675,15.4022,2.5577,1.6341,148373,282,196,3.1,147330,18,12.2,"52",35.3,"145",98.4,16,10.9,"56",38,"112",76,"Metropolitan Statistical Area","Central",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,32.6,22.9100748602176,8.33431371941969,11.9103357195854,8,0,0,0,1,0,0,0,5.42998710378063,0,0,0,0.678748387972579,0,0,0,8,5.4,29,7,24,19.6837032512048,"I-35 Corridor",0.983333333333333,"091","Comal","2",FALSE,0.277281243075188,0.0766170231481795,0.4425,0.213905800655952,0.0403862615537025,0.246597608948649,0.103769320291235,0.0184570697598369,0.0103490396360524,0.0438573993331624,0.0402952379623558,80781,FALSE,FALSE
48093,"Comanche",15.9,24,1.2505,NA,17.7413,1.3286,2.0711,13534,42,29,3,13075,4,30.6,"1",7.6,"5",38.2,9,68.8,"1",7.6,"12",91.8,NA,NA,NA,NA,NA,7,"TX",6,9,52.1,NA,6.56907459173165,27.9468238353729,13,0,0,0,0,0,0,0,99.4263862332696,0,0,0,0,0,0,0,0,0,12,3,26,91.7782026768642,"Non I-35 Corridor",0.866666666666667,"093","Comanche","2",FALSE,0.283003603736118,0.145696860176192,0.4284,0.261254764602864,0.06582878335222,0.143504687339034,0.0468733903368703,0.00329659008962604,0.00762336458226022,0.0919497784342688,0.0614410134600158,54889,FALSE,FALSE
48095,"Concho",13.5,20.9,NA,0,16.7002,2.6157,2.8169,4276,14.02,8.34,2.6,4147,0,0,"0",0,"0",0,0,0,"0",0,"1",24.1,NA,NA,NA,NA,NA,8,"TX",6,6,1.1,NA,5.32848925219497,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,14,120.569086086327,"Non I-35 Corridor",0.866666666666667,"095","Concho","2",FALSE,0.401259111994698,0.175267770204479,0.4399,0.231896190874843,0.073252406864797,0.106739221431561,0.0251151109250733,0,0,0.0821917808219178,0.0135970333745365,53333,FALSE,FALSE
48097,"Cooke",11.3,16.1,1.6189,NA,16.4496,2.9959,2.3074,40574,70,38,3.1,39727,5,12.6,"3",7.6,"24",60.4,15,37.8,"2",5,"17",42.8,"Micropolitan Statistical Area","Central",23620,"Gainesville, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,31.5,NA,6.42219448977633,24.2695182561874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,24,22.6546177662547,"Non I-35 Corridor",0.95,"097","Cooke","2",FALSE,0.182447808449589,0.128430629264594,0.4353,0.251964779508077,0.0563236792315529,0.147285693494397,0.0469363993596274,0.0143356134478242,0.00909620142628438,0.0972955569864778,0.0404085039524721,62733,FALSE,FALSE
48099,"Coryell",12.7,16.8,2.5535,0.2461,20.12,4.9223,2.6611,74808,77,74,4.1,78317,28,35.8,"34",43.4,"62",79.2,11,14,"31",39.6,"21",26.8,"Metropolitan Statistical Area","Central",28660,"Killeen-Temple, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,14.3,3.61041242944652,14.839998555835,12.8642752766609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,10,4,38,12.7686198398815,"Non I-35 Corridor",0.983333333333333,"099","Coryell","2",FALSE,0.187480152429343,0.114552573078072,0.4069,0.191794850359472,0.0860642033104832,0.112376692860726,0.0493437552248788,0.00374101320849356,0.00376191272362481,0.108941049991041,0.0665561345333965,54712,FALSE,FALSE
48101,"Cottle",17.9,31.7,NA,0,11.5789,0,NA,1389,NA,NA,3,1510,0,0,"0",0,"0",0,0,0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,NA,NA,4.42028985507246,21.9790354371071,1,0,0,0,0,0,0,0,66.2251655629139,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.733333333333333,"101","Cottle","1",TRUE,0.192733990147783,0.230295566502463,0.4961,0.220450281425891,0.050656660412758,0.118198874296435,0.0656660412757974,0.00187617260787992,0.00281425891181989,0.250355618776671,0.0807692307692308,40250,FALSE,TRUE
48103,"Crane",9,12.9,2.9557,NA,19.2118,2.7094,3.9409,4794,12,3,6.3,6209,0,0,"0",0,"0",0,0,0,"0",0,"2",32.2,NA,NA,NA,NA,NA,6,"TX",6,6,14.6,NA,3.55080213903743,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,16.1056530842326,"Non I-35 Corridor",0.833333333333333,"103","Crane","1",TRUE,0.649715129774214,0.0434971726837756,0.4308,0.29936974789916,0.0668767507002801,0.0983893557422969,0.0210084033613445,0.0136554621848739,0,0.0253333333333333,0.0288506281991624,54596,FALSE,TRUE
48105,"Crockett",12.4,17.7,NA,0,10.7724,NA,2.6423,3499,30,10,4.5,4040,0,0,"0",0,"1",24.8,0,0,"0",0,"1",24.8,NA,NA,NA,NA,NA,7,"TX",6,11,26.6,NA,5.87475790832795,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,123.762376237624,"Non I-35 Corridor",0.85,"105","Crockett","1",TRUE,0.621868552903036,0.178871548619448,0.373,0.43140428976123,0.0433023067583974,0.0526102792391744,0.0441116956697693,0,0,0.0731707317073171,0,46695,FALSE,TRUE
48107,"Crosby",19.8,30.3,2.2107,NA,17.6853,2.0806,3.1209,5779,8,10,3.6,6464,0,0,"0",0,"3",46.4,3,46.4,"1",15.5,"1",15.5,"Metropolitan Statistical Area","Outlying",31180,"Lubbock, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,17.4,NA,4.71459185661407,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,15.470297029703,"Non I-35 Corridor",0.95,"107","Crosby","0",TRUE,0.562662958456458,0.20882612533098,0.5183,0.244527495995729,0.0830218900160171,0.113187399893219,0.0312333155365723,0.00293646556326749,0.00133475707421249,0.232558139534884,0.0525542080117604,42470,TRUE,TRUE
48109,"Culberson",18.6,29.4,NA,0,12.3249,NA,NA,2204,10,0,2.9,2245,1,44.5,"1",44.5,"0",0,0,0,"0",0,"2",89.1,NA,NA,NA,NA,NA,9,"TX",6,12,71.9,NA,5.53016453382084,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,37,133.630289532294,"Non I-35 Corridor",0.833333333333333,"109","Culberson","1",TRUE,0.831882730187815,0.32277318640955,0.3905,0.305790960451977,0.0176553672316384,0.149011299435028,0.000706214689265537,0.00564971751412429,0.00918079096045198,0.251497005988024,0.0926829268292683,34853,FALSE,TRUE
48111,"Dallam",11.1,16,NA,0,9.2375,1.6129,2.0528,7200,17.9,10.85,1.8,7237,0,0,"0",0,"0",0,1,13.8,"0",0,"0",0,NA,NA,NA,NA,NA,7,"TX",6,11,19.4,NA,5.34082923401265,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,28,55.2715213486251,"Non I-35 Corridor",0.866666666666667,"111","Dallam","1",TRUE,0.463971397139714,0.149434910004186,0.4951,0.212231030577576,0.072480181200453,0.13272933182333,0.034881087202718,0,0.00249150622876557,0.098122866894198,0.0305240410588871,58956,FALSE,TRUE
48113,"Dallas",13.7,20.1,1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,3.7,2734111,505,18.5,"972",35.6,"2,535",92.7,307,11.2,"1,224",44.8,"2,424",88.7,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,384,115,30,14.0447845753153,"Non I-35 Corridor",0.983333333333333,"113","Dallas","13",FALSE,0.402286022372927,0.145803714894677,0.4909,0.192154249406079,0.0333627601352012,0.204481490462574,0.085703139497863,0.0235398604707142,0.0111147935785936,0.106379942409904,0.0502142259921761,61870,FALSE,FALSE
48115,"Dawson",18.7,24.4,1.0566,NA,12.3679,1.4916,1.9267,12619,39,20,4.6,13592,0,0,"2",14.7,"4",29.4,3,22.1,"2",14.7,"6",44.1,"Micropolitan Statistical Area","Central",29500,"Lamesa, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,9.1,NA,3.71708413615928,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,3,44.1436138905238,"Non I-35 Corridor",0.933333333333333,"115","Dawson","1",TRUE,0.580434275040859,0.226392801963101,0.5129,0.256359594961719,0.0801432452457397,0.116325018523092,0.0206223758952828,0.00530995307483329,0.00234625833539145,0.146049661399549,0.0727790201260419,40469,FALSE,TRUE
48117,"Deaf Smith",15.5,22.6,1.2848,0,11.4026,1.6595,1.9807,18760,73,41,2.5,18143,0,0,"1",5.5,"6",33.1,8,44.1,"5",27.6,"6",33.1,"Micropolitan Statistical Area","Central",25820,"Hereford, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,4.9,NA,2.85745035785395,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,44.0941409910158,"Non I-35 Corridor",0.966666666666667,"117","Deaf Smith","1",TRUE,0.735295697480797,0.138338414634146,0.392,0.301661190215407,0.0760313983205549,0.0852500912741877,0.0214494341000365,0.00629791894852136,0.0070281124497992,0.157773005121427,0.0328697850821745,49790,FALSE,TRUE
48119,"Delta",14.3,21.5,NA,NA,15.8849,3.9446,3.9446,5349,17,6,3.6,5367,0,0,"0",0,"3",55.9,0,0,"1",18.6,"0",0,NA,NA,NA,NA,NA,8,"TX",6,4,4.2,NA,7.83938814531549,20.7215860486031,4,0,0,0,4,0,0,0,74.5295323271846,0,0,0,74.5295323271846,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.783333333333333,"119","Delta","1",TRUE,0.0828122039037332,0.161840843720038,0.4545,0.266574202496533,0.072122052704577,0.139805825242718,0.0679611650485437,0.00110957004160888,0.0072122052704577,0.0977734753146176,0.0455729166666667,49868,FALSE,TRUE
48121,"Denton",6.9,7.6,1.4876,0.2331,18.8744,2.7137,2.3043,859064,1188,781,2.9,897953,146,16.3,"211",23.5,"941",104.8,89,9.9,"322",35.9,"496",55.2,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,30.7,6.50910944350424,4.76025515709019,12.2009098529816,848,3,11,99,816,2,10,76,94.4370139639825,0.33409320977824,1.22500843585355,11.0250759226819,90.8733530596813,0.222728806518827,1.11364403259413,8.46369464771542,47,5.2,79,16,21,8.79778785749365,"Non I-35 Corridor",0.983333333333333,"121","Denton","8",FALSE,0.193648527892862,0.0743949587649869,0.4296,0.149509730742684,0.0265885233262086,0.307795658794375,0.118730691751218,0.0177965193780614,0.0132424510125909,0.0446662341766888,0.0386111145260898,90354,FALSE,FALSE
48123,"DeWitt",20.5,27.6,1.801,NA,16.1172,5.0061,2.8083,20187,115,60,3.1,21737,0,0,"3",13.8,"11",50.6,1,4.6,"6",27.6,"13",59.8,NA,NA,NA,NA,NA,6,"TX",6,6,34.8,NA,6.10371267150928,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Non I-35 Corridor",0.766666666666667,"123","DeWitt","2",FALSE,0.356680021763862,0.179040017493986,0.5028,0.306939688308058,0.0928087217834929,0.0914808861555664,0.0215948004752254,0.00580054511146831,0.00321475994129569,0.120621427524549,0.067475360121304,53815,FALSE,FALSE
48125,"Dickens",18.9,27.7,NA,0,15.7025,NA,NA,2249,371.02,211.88,3.4,2174,1,46,"0",0,"0",0,1,46,"0",0,"0",0,NA,NA,NA,NA,NA,8,"TX",6,7,NA,NA,8.98305084745763,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.75,"125","Dickens","1",TRUE,0.295142071494042,0.152771084337349,0.4957,0.281577325939618,0.0517560073937153,0.113986444855206,0.0480591497227357,0.0141712877387554,0.00985828712261245,0.111498257839721,0.0632911392405063,41141,FALSE,TRUE
48127,"Dimmit",25.5,34.4,2.1739,NA,16.7297,1.7013,2.4575,10308,66,64,3.7,11743,0,0,"0",0,"2",17,1,8.5,"0",0,"7",59.6,NA,NA,NA,NA,NA,6,"TX",6,6,6,NA,4.93325594892629,26.7224907875061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,1,59.6099804138636,"Non I-35 Corridor",0.85,"127","Dimmit","1",TRUE,0.873534010946052,0.426015617277849,0.4948,0.208978328173375,0.0962848297213622,0.0808049535603715,0.0521671826625387,0.0108359133126935,0.00464396284829721,0.231277533039648,0.0794557823129252,25996,FALSE,TRUE
48129,"Donley",16.3,24.8,2.8939,0,17.0418,2.2508,5.1447,3319,12,9,2.8,3410,0,0,"0",0,"0",0,2,58.7,"0",0,"1",29.3,NA,NA,NA,NA,NA,8,"TX",6,7,0.4,NA,6.9060773480663,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,175.953079178886,"Non I-35 Corridor",0.883333333333333,"129","Donley","1",TRUE,0.112752487187217,0.124543341082697,0.4196,0.246600181323663,0.0480507706255666,0.128286491387126,0.0462375339981868,0.00498640072529465,0.0013599274705349,0.0342261904761905,0.0161707632600259,51875,FALSE,TRUE
48131,"Duval",20,32.1,2.4096,0,20.8584,3.0873,3.991,11212,28,12,5.4,11796,8,67.8,"0",0,"3",25.4,1,8.5,"1",8.5,"0",0,"Micropolitan Statistical Area","Outlying",10860,"Alice, TX","Micropolitan Statistical Area-Outlying",7,"TX",6,9,3.1,NA,5.54368833282474,37.2842580080032,1,0,0,0,0,0,0,1,8.4774499830451,0,0,0,0,0,0,8.4774499830451,0,0,11,3,25,93.2519498134961,"Non I-35 Corridor",0.966666666666667,"131","Duval","0",TRUE,0.892531713417902,0.191204051012753,0.4304,0.262331838565022,0.0416199551569507,0.0535313901345291,0.0368553811659193,0.00126121076233184,0,0.27560904021133,0.0882541036026434,45349,TRUE,TRUE
48133,"Eastland",17,23.2,0.9514,NA,16.4042,2.1654,2.395,18322,80,65,3.9,18205,8,43.9,"0",0,"12",65.9,7,38.5,"4",22,"9",49.4,NA,NA,NA,NA,NA,6,"TX",6,6,14.5,NA,7.30042313117066,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,49.4369678659709,"Non I-35 Corridor",0.866666666666667,"133","Eastland","1",TRUE,0.166766909071026,0.187428045130094,0.5147,0.243807248108323,0.0666666666666667,0.120350457984867,0.0498606133014735,0.0116288331342095,0.0105933890880127,0.140088356847656,0.0477386934673367,41559,FALSE,TRUE
48135,"Ector",13.6,17.9,2.2335,0.1613,17.0376,2.0077,2.3464,162124,636,450,5.1,184841,29,15.7,"9",4.9,"64",34.6,23,12.4,"8",4.3,"103",55.7,"Metropolitan Statistical Area","Central",36220,"Odessa, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,41.2,11.5032299858934,3.90443843047508,21.2533786892891,49,0,0,51,35,0,0,50,26.5092701294626,0,0,27.591281155155,18.9351929496162,0,0,27.0502756423088,3,1.6,89,29,33,48.1494906433097,"Non I-35 Corridor",0.983333333333333,"135","Ector","1",TRUE,0.616121727433716,0.130002680981863,0.4511,0.2269533590957,0.0745903163811453,0.117191213242132,0.036349734454754,0.00817300737740489,0.00433964993490525,0.111954777806798,0.0657796845551037,63096,FALSE,TRUE
48137,"Edwards",19.1,31.8,NA,0,11.5578,NA,NA,1928,8,1,2.8,1991,1,50.2,"0",0,"1",50.2,0,0,"0",0,"1",50.2,NA,NA,NA,NA,NA,9,"TX",6,12,0.6,NA,8.50914205344585,26.7224907875061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,200.904068307383,"Non I-35 Corridor",0.833333333333333,"137","Edwards","1",TRUE,0.521090534979424,0.102378490175801,0.4587,0.218293620292083,0.0691775557263643,0.15065334358186,0.0315142198308993,0,0,0.071156289707751,0,40643,FALSE,TRUE
48139,"Ellis",7.9,11.1,1.505,0.2041,20.6811,3.1631,2.6529,179436,465,460,3.1,177721,18,10.1,"28",15.8,"139",78.2,16,9,"60",33.8,"104",58.5,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,30.8,2.07840793951833,5.36385128991193,16.6510537266731,170,0,0,0,120,0,0,1,95.6555499912785,0,0,0,67.521564699726,0,0,0.56267970583105,3,1.7,42,9,21,23.6325476449041,"Non I-35 Corridor",0.983333333333333,"139","Ellis","4",FALSE,0.266084999219986,0.0808617132808008,0.4116,0.224970848628806,0.0491816022457353,0.172334269056359,0.0666551500755776,0.00893111638954869,0.00492334269056359,0.0756073334567922,0.0349334139129309,79834,FALSE,FALSE
