"","County Code","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income"
"Karnes County, Texas","255",0.55573422525246,0.172481733847796,0.5247,0.270398481973435,0.0924098671726755,0.112903225806452,0.0403225806451613,0.00493358633776091,0.000759013282732448,0.128734622144112,0.0354050413700212,52896
"Kaufman County, Texas","257",0.224104721400394,0.107385223305975,0.4079,0.266898039357459,0.0637961992215273,0.141848330380921,0.0500704963667257,0.00484436571345938,0.0050251256281407,0.0994979228789153,0.0532497323749809,72179
"Kendall County, Texas","259",0.241718142050076,0.0484519814193319,0.4775,0.160869007124061,0.0311276554778256,0.287016237725435,0.129580899813876,0.0204094730761825,0.0156280084718567,0.0386097775373588,0.0433135554541305,98692
"Kenedy County, Texas","261",0.966751918158568,0.020460358056266,0.2912,0.0888888888888889,0.0555555555555556,0.0037037037037037,0.0111111111111111,0,0,0.209302325581395,0,40083
"Kent County, Texas","263",0.105113636363636,0.123664122137405,0.3775,0.234309623430962,0.0230125523012552,0.184100418410042,0.133891213389121,0,0.0104602510460251,0.0874125874125874,0.05,61706
"Kerr County, Texas","265",0.273627742120893,0.125197441162534,0.4436,0.236826836858484,0.045730260034812,0.181707895986075,0.0708106967667071,0.0119732053378343,0.0173532359301651,0.0871322492715481,0.0429107589658048,57196
"Kimble County, Texas","267",0.257142857142857,0.188744789254284,0.5353,0.197161835748792,0.109299516908213,0.152777777777778,0.0676328502415459,0.0172101449275362,0.00966183574879227,0.0950686324351805,0.0319444444444444,46602
"King County, Texas","269",0.21505376344086,0.362007168458781,0.489,0.513513513513513,0,0.0990990990990991,0.018018018018018,0,0.018018018018018,0.0555555555555556,0.0934579439252336,39286
"Kinney County, Texas","271",0.609145345672292,0.159988385598142,0.4545,0.224419007977801,0.0541103017689906,0.129032258064516,0.0464793617759279,0.0121401318071453,0,0.224406779661017,0.0112275449101796,39972
"Kleberg County, Texas","273",0.730317331163548,0.271742140977704,0.4767,0.194018449967683,0.0837299488806628,0.171514190022916,0.0571713966743052,0.00799106880545273,0.00634584875727129,0.189497307001795,0.0602834328465578,47301
"Knox County, Texas","275",0.348736069584126,0.117647058823529,0.41,0.271730300568643,0.0345247766043867,0.116571892770106,0.0645816409423233,0.00203086921202275,0.00528025995125914,0.111190817790531,0.0449704142011834,50719
"La Salle County, Texas","283",0.847040127135479,0.184559159433531,0.4496,0.359298928919182,0.0847127555988316,0.059396299902629,0.00798442064264849,0,0,0.131652661064426,0.0283144570286476,47162
"Lamar County, Texas","277",0.0806156322301579,0.183819034033014,0.462,0.273551784669397,0.061234640140433,0.127998829724985,0.044031597425395,0.0100058513750731,0.00538326506729081,0.137184296074018,0.0385615251299827,48036
"Lamb County, Texas","279",0.558611153787064,0.19383775351014,0.4346,0.295592153063696,0.0549769920077501,0.0979656091063211,0.023613465730201,0.00217970452894163,0.00181642044078469,0.122184445388865,0.0417034811804206,44935
"Lampasas County, Texas","281",0.196718986384266,0.109225621414914,0.4089,0.223885584441623,0.0689032947938248,0.123504644790483,0.0523290783933703,0.00735146695181448,0.00106930428390029,0.0976607439601176,0.0712975946499838,64808
"Lavaca County, Texas","285",0.191859306496612,0.0903064606598338,0.4543,0.370703941206139,0.0363138554650911,0.132934649470423,0.0391238561856041,0.00468333453418834,0.00187333381367534,0.0842611336032389,0.0331945778631658,54211
"Lee County, Texas","287",0.238150692907884,0.114994026284349,0.4179,0.331615263114141,0.0342505611439022,0.094355308005653,0.0392385069415579,0.00332529719843711,0.00282650261867154,0.104887157006007,0.0248833592534992,56696
"Leon County, Texas","289",0.147186147186147,0.177309900817818,0.4938,0.334678395609717,0.0556855782422726,0.112662416269873,0.0334113469453636,0.00347026067306916,0.000403518682915019,0.0861488957144947,0.0585915492957746,43392
"Liberty County, Texas","291",0.267496779733791,0.147584642634148,0.4523,0.311023054755043,0.0795028818443804,0.071235590778098,0.0233969740634006,0.00300792507204611,0.0011707492795389,0.165882481671955,0.0754344624447717,50917
"Limestone County, Texas","293",0.221280602636535,0.192725008893632,0.445,0.282155629547416,0.0704155876186953,0.117153779750894,0.0407571833764953,0.00382291281292391,0.00499445061043285,0.142547033285094,0.0592736286237741,45781
"Lipscomb County, Texas","295",0.304150257497728,0.113459745104134,0.4343,0.275712216320618,0.0226943505552873,0.177691936262675,0.0371801062288749,0.0130371801062289,0.00820859488169966,0.0880829015544041,0.0560802833530106,63182
"Live Oak County, Texas","297",0.402299794661191,0.210741878432468,0.4661,0.289336575199722,0.0673845085098993,0.0702790320713211,0.033344911427579,0.00717841843232604,0.000115780942456872,0.124286455630514,0.0294857142857143,50212
"Llano County, Texas","299",0.107402573186649,0.0760736196319018,0.5297,0.226803522482067,0.0412900215781186,0.184813670029743,0.049979588266169,0.0159211523881729,0.00822301277191346,0.0733030672129332,0.0653324131585001,58941
"Loving County, Texas","301",0,0,0.377,0.147727272727273,0,0,0,0,0,0.032258064516129,0,44076
"Lubbock County, Texas","303",0.35809618926561,0.185177429052023,0.4832,0.199682826128565,0.0513384190523063,0.199901566729555,0.079014573592541,0.0184945178136877,0.0225904355672217,0.117775775518085,0.0431763995295165,53425
"Lynn County, Texas","305",0.466021066938498,0.160398420058389,0.4837,0.225257731958763,0.0695876288659794,0.15,0.0466494845360825,0.00515463917525773,0.0056701030927835,0.157798999545248,0.0372418879056047,46163
"Madison County, Texas","313",0.235955056179775,0.106251091321809,0.422,0.241242765763022,0.147426134632958,0.0954411615392426,0.0366534673570921,0.00446745862524114,0.00172606355975226,0.130796670630202,0.0571969696969697,60499
"Marion County, Texas","315",0.0434564934414739,0.18488160291439,0.4912,0.319143203556514,0.0786743904081908,0.132022093493197,0.0305806277785262,0.002424895594773,0.00175131348511384,0.236824696802646,0.109090909090909,39093
"Martin County, Texas","317",0.477801268498943,0.1022767698328,0.4514,0.272417002792429,0.0691901954700589,0.114799875892026,0.0713620850139621,0.00713620850139622,0.000620539869686627,0.0859465737514518,0.0404078549848943,70000
"Mason County, Texas","319",0.205037664783427,0.0610993158763859,0.4642,0.170020818875781,0.0156141568355309,0.242886884108258,0.0617626648160999,0.0287994448299792,0.0170020818875781,0.0695443645083933,0.0525798525798526,61434
"Matagorda County, Texas","321",0.430811883341034,0.179216494845361,0.4638,0.238079428974561,0.0607544507615056,0.129144706809976,0.0586380047308794,0.00639083703365564,0.00112047142797859,0.151870503597122,0.0641598261709319,48733
"Maverick County, Texas","323",0.95185720678853,0.261816800745779,0.4604,0.178897418847851,0.0611739104152814,0.120232122347821,0.026385782506196,0.00982288581273046,0.000151121320195853,0.265933801886226,0.0768743132448652,41385
"McCulloch County, Texas","307",0.326976160602258,0.152288168183566,0.4313,0.25673249551167,0.0567324955116697,0.11149012567325,0.063016157989228,0.00125673249551167,0.000897666068222621,0.137416693113297,0.0492392807745505,48618
"McLennan County, Texas","309",0.265393926272904,0.184951165708569,0.4812,0.225464859346936,0.0511054542635258,0.158665960278593,0.0660558994172298,0.0127343679334272,0.0127860548656786,0.121786878431887,0.0456985705816481,50210
"McMullen County, Texas","311",0.649171270718232,0.104972375690608,0.4827,0.415217391304348,0.041304347826087,0.102173913043478,0.0456521739130435,0,0,0.100436681222707,0.0517799352750809,67386
"Medina County, Texas","325",0.523088718079774,0.105242518059856,0.4353,0.254139436743545,0.0634762476921724,0.12583887700378,0.0683996131641415,0.00530434018110952,0.00337016088855024,0.10495681562148,0.0329948132327943,62701
"Menard County, Texas","327",0.34392789373814,0.13933236574746,0.4639,0.20059880239521,0.0958083832335329,0.151497005988024,0.0682634730538922,0.0275449101796407,0.0197604790419162,0.0502415458937198,0.0450704225352113,43826
"Midland County, Texas","329",0.453917938775272,0.09776752712972,0.4675,0.199504394987844,0.0614082663175613,0.198429025621844,0.0577707125490929,0.0138956424163082,0.00433888161585936,0.0567536301949341,0.0342152511941461,83217
"Milam County, Texas","331",0.267734000080655,0.156704428424305,0.4822,0.325831936796744,0.0670936078525257,0.104261431649509,0.0319607373713191,0.0110725401005506,0.00389035192722049,0.129066328686101,0.0653790351831701,48253
"Mills County, Texas","333",0.228214066024195,0.115631691648822,0.4725,0.252898950855881,0.0822749861954721,0.15378244064053,0.0383765875207068,0.0124240750966317,0.00635008282716731,0.106164383561644,0.0232774674115456,50198
"Mitchell County, Texas","335",0.403221899224806,0.117217280813215,0.491,0.328743545611015,0.122585580416906,0.0919869956014534,0.024861350162555,0.00191241155096577,0.00267737617135207,0.0992145514675486,0.032151143520053,44939
"Montague County, Texas","337",0.112118126272912,0.140066328116903,0.4251,0.303080466388369,0.0540521088239528,0.122426946883547,0.0325320282136174,0.0130272059881963,0.00640564272347776,0.111055339440331,0.0622563632194451,57511
"Montgomery County, Texas","339",0.245601401587291,0.089128080036163,0.4726,0.186331061908411,0.0470060686398376,0.234222572026263,0.0835654812452103,0.0188557610654295,0.0124660839667778,0.0633193822641564,0.0463709745885022,83274
"Moore County, Texas","341",0.568378289007511,0.10715477382144,0.39,0.22165820642978,0.0489082265732012,0.0936266215454033,0.0445572476029329,0.00257835790830715,0.00161147369269197,0.0762877308905241,0.0373074614922985,53967
"Morris County, Texas","343",0.101885570931456,0.177634301796209,0.4126,0.362603910549116,0.0688443976115209,0.101861608710924,0.03852007961597,0.000468329235452523,0.000351246926589392,0.175628626692456,0.0740125507567368,43995
"Motley County, Texas","345",0.151982378854626,0.0726872246696035,0.462,0.343968095712861,0.0239282153539382,0.137587238285145,0.0299102691924227,0,0,0.116935483870968,0.045958795562599,45417
"Nacogdoches County, Texas","347",0.196296865396435,0.248684984455088,0.5066,0.235558033343952,0.0528299883189976,0.152251247743443,0.0634490814484443,0.0119995752362748,0.0166719762132314,0.181317062907637,0.0766229508196721,44507
"Navarro County, Texas","349",0.278989388580091,0.154940907122084,0.4571,0.240243788675021,0.0606673093068814,0.109891476725023,0.0475139152336826,0.00867564289934388,0.00376255480580864,0.146838768633274,0.0493019580296778,47574
"Newton County, Texas","351",0.038004061502756,0.257721370405693,0.4667,0.394059607364459,0.0362119825043231,0.0712033363849049,0.0152578577967653,0.00111890957176279,0.000406876207913742,0.157103825136612,0.110091743119266,40690
"Nolan County, Texas","353",0.383598416213677,0.156094230112666,0.4986,0.259270898805783,0.086214121097842,0.107270060758433,0.0353027446050702,0.00565681961030798,0.00240938613031636,0.141769398114576,0.079291184862592,43692
"Nueces County, Texas","355",0.641370588511422,0.161930654036044,0.456,0.239266315243035,0.0532495431352109,0.139460878446533,0.0554695050666622,0.0130370007723442,0.00883764312634791,0.165348477184593,0.0580548685799735,56784
"Ochiltree County, Texas","357",0.548097304935904,0.148431132844336,0.3941,0.267186147186147,0.0645887445887446,0.122597402597403,0.0379220779220779,0.00467532467532468,0.00173160173160173,0.119433795340607,0.0381033022861981,53431
"Oldham County, Texas","359",0.181042654028436,0.123123123123123,0.4285,0.280096308186196,0.028892455858748,0.210272873194221,0.0441412520064205,0.00160513643659711,0.0120385232744783,0.0340557275541796,0.00436681222707424,64250
"Orange County, Texas","361",0.0810494652406417,0.123699002719855,0.4346,0.319044986894424,0.0491057896332222,0.124440561310914,0.0263537970507997,0.00281725300001783,0.00631207317725514,0.136902122267976,0.044745899979753,63488
"Palo Pinto County, Texas","363",0.199395665462629,0.137767304445695,0.4443,0.286670384829894,0.06697764031841,0.120062870760026,0.051209248085991,0.00785884500329564,0.00162247122648684,0.0945422875943488,0.058440575321726,55986
"Panola County, Texas","365",0.0885879409988786,0.141305787312939,0.4629,0.25783285668891,0.053892596123292,0.115602160788052,0.0284080076263108,0.00800762631077216,0.00362249761677788,0.143962133456477,0.028785202119921,51297
"Parker County, Texas","367",0.127557838017436,0.082389296933926,0.4286,0.223565439924618,0.0574680643745115,0.17290745360902,0.0758424259296934,0.0115642834962684,0.00667087835016222,0.0574725178851858,0.0474525988045059,84189
"Parmer County, Texas","369",0.638447971781305,0.132434409950873,0.4227,0.264657171248758,0.0380920834713481,0.111626366346472,0.0263332229214972,0.00877774097383239,0.00414044385558132,0.0887021475256769,0.0143838557320739,58558
"Pecos County, Texas","371",0.690302066772655,0.164218258132214,0.4743,0.271080337664801,0.0874513895475671,0.0741724366878498,0.0282651996585412,0.0103386132979228,0.00275064023522716,0.118323746918652,0.0109036841235751,53879
"Polk County, Texas","373",0.153464260791546,0.167466999720063,0.449,0.268104351662898,0.10592355633997,0.104517125365396,0.0300314378688434,0.00518449065137058,0.00336440350780431,0.152911674561159,0.0911501012243324,50351
"Potter County, Texas","375",0.388157839135248,0.200529361625768,0.4817,0.242117596932254,0.0828717511717086,0.106372496804431,0.0314763527907968,0.0092937792927141,0.00665743502343417,0.15601610664968,0.0344556052778151,43652
"Presidio County, Texas","377",0.802144535840188,0.398794649419374,0.4854,0.0790960451977401,0.0296045197740113,0.146440677966102,0.0458757062146893,0.00248587570621469,0,0.434883720930233,0.098501753267453,22716
"Rains County, Texas","379",0.0928255978668444,0.119577074767139,0.4617,0.300847457627119,0.0760481712756467,0.106935771632471,0.0408117752007136,0.00379125780553078,0.00144959857270294,0.132839620458227,0.0394885295223768,52612
"Randall County, Texas","381",0.223785890224624,0.100122467072887,0.4403,0.189032466303828,0.053379634267143,0.210468908255145,0.0696851313900297,0.0147139025231783,0.0144579117833651,0.0635031541962788,0.0359978100191623,68186
"Reagan County, Texas","383",0.699150292087095,0.107984994640943,0.3811,0.35958595859586,0.0711071107110711,0.0751575157515752,0.0346534653465347,0.00675067506750675,0,0.062667860340197,0.063013698630137,61659
"Real County, Texas","385",0.241178186060076,0.256892230576441,0.5151,0.276419394944053,0.0762536261914629,0.112308329879818,0.0509738914214671,0,0.00455864069622876,0.128389154704944,0.00993124522536287,38659
"Red River County, Texas","387",0.0737102765167148,0.202399932869011,0.4637,0.332590777456004,0.0622633103141011,0.113945199376253,0.0355312987302294,0.00345288482958343,0.00378703497438182,0.135912891308575,0.0514463211026985,37135
"Reeves County, Texas","389",0.747780779621768,0.162011969222001,0.4359,0.293645420253409,0.0681884128058806,0.0752490569687591,0.0228261920882097,0.00386884611664571,0.00357868265789728,0.110286320254507,0.111349957007739,61543
"Refugio County, Texas","391",0.507911617961511,0.152599299065421,0.4377,0.352613096467672,0.0572195827308407,0.0795290229291469,0.0252014046684569,0.00330510225160091,0.00268539557942574,0.169914263445051,0.0632994424401443,51054
"Roberts County, Texas","393",0.118622448979592,0.107512953367876,0.3784,0.304964539007092,0.0283687943262411,0.161347517730496,0.0691489361702128,0,0.00886524822695036,0.00911854103343465,0.0132978723404255,61964
"Robertson County, Texas","395",0.211594711594712,0.146376125059214,0.4652,0.328587357406296,0.0450295908740029,0.128055579380736,0.0482031048975041,0.00617548674843469,0.00180118363496012,0.182990072603349,0.0905057675244011,53823
"Rockwall County, Texas","397",0.180825302693353,0.0375660691000667,0.4103,0.150550218871595,0.0250486381322957,0.269607247081712,0.11466439688716,0.0201544260700389,0.0240758754863813,0.0359288388426154,0.0373283160865475,105956
"Runnels County, Texas","399",0.344552529182879,0.126915756786537,0.4216,0.30022766078543,0.0506545247581104,0.131758679567444,0.0276038702333523,0.00426863972680706,0.00241889584519067,0.110511436648676,0.0275010827197921,48489
"Rusk County, Texas","401",0.170852782099726,0.112315210501564,0.4571,0.249407838070629,0.072593669250646,0.103843669250646,0.0482342807924203,0.00387596899224806,0.00352605512489233,0.111154186973859,0.0734197593628199,56223
"Sabine County, Texas","403",0.0468003820439351,0.188324282389449,0.5013,0.277931555108203,0.0736034222445898,0.10279315551082,0.0607700050327126,0.0099396074484147,0,0.136604774535809,0.0931251711859764,38917
"San Augustine County, Texas","405",0.073728813559322,0.264125,0.4601,0.380844155844156,0.0371753246753247,0.0905844155844156,0.0422077922077922,0.0038961038961039,0.00292207792207792,0.192887931034483,0.111377964575203,41568
"San Jacinto County, Texas","407",0.135052845243928,0.135859421769905,0.441,0.328465382562709,0.0968900101887342,0.0999951482218233,0.0256659065547523,0.0120809276599874,0.0139246033671341,0.150941536034704,0.0729801665664978,44566
"San Patricio County, Texas","409",0.581477997282325,0.151708138106719,0.4585,0.258903663753022,0.0686256276734238,0.107797098753952,0.0416589176120513,0.00629998140226892,0.00304537846382741,0.17547604815985,0.0499512260755491,56111
"San Saba County, Texas","411",0.304630246502332,0.133408071748879,0.4772,0.296331586469747,0.07336827060505,0.14292520247737,0.0200095283468318,0.00619342544068604,0.00452596474511672,0.0684161199625117,0.0220440881763527,45169
"Schleicher County, Texas","413",0.534506556245687,0.171152518978606,0.4265,0.257544224765869,0.0244536940686785,0.130593132154006,0.0208116545265349,0.00936524453694069,0,0.0694980694980695,0.163738019169329,45250
"Scurry County, Texas","415",0.410686842416361,0.127456899443215,0.4231,0.222707813057438,0.107295754548698,0.115055297895112,0.0312165536924724,0.0103460577952194,0.00454869782376026,0.0510220768601799,0.0349408027721629,50277
"Shackelford County, Texas","417",0.116985718626557,0.113323124042879,0.4545,0.171757414785303,0.0332005312084993,0.231961044710049,0.0761398849048252,0.00664010624169987,0.0115095174856131,0.0870519385515728,0.0848822800495663,48212
"Shelby County, Texas","419",0.184261568301469,0.233180091944833,0.4681,0.293506019700839,0.0518059102517329,0.103307795208561,0.032105071141919,0.00413474401070169,0.000608050589809072,0.172464684798651,0.0556309362279511,41170
"Sherman County, Texas","421",0.435653315824031,0.112367021276596,0.5318,0.211378126532614,0.0348209906817067,0.147130946542423,0.0377636096125552,0,0,0.0299065420560748,0.02088772845953,57130
"Smith County, Texas","423",0.196881625134675,0.139543678866672,0.4611,0.189748302513008,0.0452685235995319,0.182555056759205,0.0586500763621217,0.0183070749009937,0.0108493715827124,0.0948476397331928,0.0546573030649464,59450
"Somervell County, Texas","425",0.181625362804197,0.161109201329208,0.4326,0.277273451186495,0.0695970695970696,0.211180124223602,0.0474597865902214,0.0234113712374582,0.00668896321070234,0.0861685214626391,0.0490319336183053,64394
"Starr County, Texas","427",0.989021114442779,0.341752991816849,0.5036,0.228832567006841,0.0362790176068184,0.0765111584613659,0.0271672087024784,0.00182236178086801,0.0038970505775485,0.385295743504699,0.131389610878819,30931
"Stephens County, Texas","429",0.242145757640521,0.194031518944898,0.4871,0.273929471032746,0.0557304785894207,0.121379093198992,0.0218828715365239,0.00645465994962217,0.00771410579345088,0.13174882629108,0.0860355648535565,44940
"Sterling County, Texas","431",0.381475667189953,0.0242130750605327,0.3823,0.468503937007874,0.0183727034120735,0.108923884514436,0.0328083989501312,0.031496062992126,0.010498687664042,0.0987654320987654,0.00998336106489185,53194
"Stonewall County, Texas","433",0.241501416430595,0.0920379839298758,0.399,0.373439273552781,0.0272417707150965,0.0919409761634506,0.0329171396140749,0,0,0.143667296786389,0.0362622036262204,58309
"Sutton County, Texas","435",0.681782230424466,0.139337748344371,0.3975,0.287277147487844,0.0384927066450567,0.11709886547812,0.0632090761750405,0.00324149108589951,0,0.0959438377535101,0.0625,61190
"Swisher County, Texas","437",0.444009185465352,0.252623798965262,0.4699,0.286793223106756,0.0649112063686467,0.119820371504389,0.0351092059604001,0.00265360277607675,0.00163298632373954,0.12312427856868,0.074235807860262,36337
"Tarrant County, Texas","439",0.289970936180435,0.113635443677526,0.4519,0.199007863764581,0.0402720518364995,0.216460782186441,0.0838609512835669,0.0151977912623175,0.0105753043374161,0.101853979397768,0.0496543394511218,70306
"Taylor County, Texas","441",0.247991215887028,0.139638713019893,0.4507,0.245512607436251,0.0599743577567786,0.171886129445843,0.0715845956598129,0.0155396742485398,0.00924782753217152,0.129395190094452,0.0302020974929108,55568
"Terrell County, Texas","443",0.502768549280177,0.0476190476190476,0.3626,0.197689345314506,0.0269576379974326,0.191270860077022,0.0269576379974326,0,0.00770218228498074,0.0119331742243437,0,42823
"Terry County, Texas","445",0.554803352675693,0.211167159506001,0.4391,0.230356458413185,0.0723137856139006,0.0843234955921809,0.0172479877347643,0.0121374728503897,0.00191644308164048,0.179468422336016,0.0780207561156412,44052
"Throckmorton County, Texas","447",0.120666666666667,0.226,0.5069,0.300843486410497,0.0731021555763824,0.146204311152765,0.0609184629803187,0.0121836925960637,0.00374882849109653,0.0827489481065919,0.0478142076502732,41875
"Titus County, Texas","449",0.436118499495552,0.157763170076845,0.4092,0.284349044331032,0.0701991393975783,0.121535074552187,0.0337736415490844,0.00760532372660863,0.00465325728009607,0.159797541576283,0.0505759300940024,53406
"Tom Green County, Texas","451",0.405343672299718,0.121560326579982,0.453,0.229256582140655,0.061393957680148,0.16694433876871,0.0636240800745123,0.0111243752377704,0.00833016306130213,0.0975484832258515,0.0403132997818582,57670
"Travis County, Texas","453",0.335951215300539,0.113763659864478,0.4736,0.131880784270249,0.0254224956866984,0.324479228017175,0.135949261253271,0.0316678330480896,0.0232433256421449,0.0655787732615033,0.0431027341357521,80668
"Trinity County, Texas","455",0.104499965960923,0.177739490006892,0.4671,0.297969448584203,0.0594262295081967,0.0974292101341282,0.0340909090909091,0.00493666169895678,0,0.156265356265356,0.0707213578500707,44052
"Tyler County, Texas","457",0.0799107972495819,0.185238322971465,0.4403,0.323323519790644,0.0934903500163559,0.105070330389271,0.0317958783120707,0.00281321557082107,0.00274779195289499,0.171894781263187,0.143952883166689,47865
"Upshur County, Texas","459",0.0870101000338279,0.148963254914441,0.4457,0.275583833931682,0.0737567980663278,0.126257420111613,0.0491238047844169,0.00458536238581026,0.00241709024988448,0.144385769872151,0.0595146590534753,54330
"Upton County, Texas","461",0.542317173377157,0.111266034578918,0.3899,0.331060928845334,0.0485726459309757,0.0975713677034512,0.0426075841499787,0,0,0.0505952380952381,0.0298223350253807,59008
"Uvalde County, Texas","463",0.718762779285475,0.209869519041117,0.4729,0.242191225560324,0.0534692417739628,0.144969003338102,0.0410109680495947,0.000894134477825465,0.00751072961373391,0.232597242461607,0.0494428394552208,45936
"Val Verde County, Texas","465",0.822126565751357,0.183224599953248,0.4554,0.193996702224316,0.0512164754181108,0.124305952821617,0.0546825049634889,0.0063263451896221,0.00588888514991419,0.189711984378814,0.0399846028003657,47675
"Van Zandt County, Texas","467",0.113006968018581,0.127158698418469,0.4716,0.268695920889988,0.0613154099711578,0.117480428512567,0.0346363823650597,0.00388854552946024,0.00175113308611454,0.117156240850981,0.040103657759463,57203
"Victoria County, Texas","469",0.47290426317848,0.15710340256297,0.4625,0.256786974309708,0.0482997366372385,0.130273466615871,0.0400841435741143,0.00968976197969291,0.00909346893478873,0.131180811808118,0.0518240632581544,58959
"Walker County, Texas","471",0.180731724185628,0.207449018297419,0.4779,0.25905704008222,0.1400950668037,0.131359198355601,0.0425445357999315,0.00635919835560123,0.00991349777321,0.0683100155451921,0.034249097738823,41508
"Waller County, Texas","473",0.304180807817104,0.146554160442489,0.4577,0.278954257139981,0.0359432157599758,0.153035540490653,0.0605094472597913,0.0112091821324294,0.00503406383192939,0.0934813293981779,0.0528883991814891,61752
"Ward County, Texas","475",0.542528735632184,0.116323024054983,0.4237,0.315646627764961,0.049396118876374,0.0910571312254037,0.0195413217532908,0.00122133260958068,0.00352829420545529,0.114390243902439,0.0575724239090576,61915
"Washington County, Texas","477",0.163061658398299,0.105310720848269,0.473,0.278222900504472,0.0318368731188266,0.182373140022892,0.060621476111747,0.0211115350375175,0.0167874856924838,0.0730425643720441,0.0458440702343141,59623
"Webb County, Texas","479",0.955073186172671,0.246392549510417,0.4625,0.206507750899862,0.0391889155272768,0.133839390118828,0.0418607385728937,0.00793707824064699,0.0039914031317163,0.245594511795973,0.0566911273053517,50296
"Wharton County, Texas","481",0.418122480322519,0.151236370716511,0.4783,0.240511980949546,0.0502306890906385,0.127511534454532,0.0476261348414943,0.00502306890906385,0.00755320732251823,0.16211962224554,0.0529704265898979,51770
"Wheeler County, Texas","483",0.258145363408521,0.170436817472699,0.4306,0.233818078129455,0.0727117194183062,0.118619903051041,0.0285143997718848,0.00256629597946963,0.00285143997718848,0.126699029126214,0.0446497305619707,49036
"Wichita County, Texas","485",0.195400820255157,0.1737287776431,0.459,0.249793422574781,0.0762211676936516,0.154047737091862,0.060226172769554,0.0102698491394575,0.00676393512288406,0.133771478017224,0.0456664030556444,49710
"Wilbarger County, Texas","487",0.297004010379807,0.189286887939533,0.4098,0.249801023308698,0.0843661171119954,0.118703808982376,0.0247868106878908,0.00284252416145537,0.00261512222853894,0.178314696485623,0.0694040140952965,45121
"Willacy County, Texas","489",0.881833885802325,0.256407704175584,0.4603,0.282663316582915,0.0890481820869051,0.0641442506650902,0.0223174697014484,0.0028081584392551,0.0028081584392551,0.264535872152329,0.104417243214476,37906
"Williamson County, Texas","491",0.246212991092794,0.060568218400767,0.3948,0.169332918953656,0.0331091117876971,0.276482548645716,0.112380295192845,0.0172090475237303,0.0126420918447973,0.0502676582692318,0.0495918868078842,90834
"Wilson County, Texas","493",0.40055877070445,0.0998603493290696,0.4374,0.279863380737862,0.0634808468038748,0.159879869269499,0.0563554456320113,0.00444601478079086,0.00845037246415217,0.0859467918622848,0.0400601528885918,80082
"Winkler County, Texas","495",0.614804397852212,0.12020725388601,0.3947,0.241197183098592,0.0629401408450704,0.0726232394366197,0.0169454225352113,0.00308098591549296,0.00264084507042254,0.0958747135217723,0.0255116344266891,63585
"Wise County, Texas","497",0.195848800895646,0.10351276143742,0.4185,0.28114050455501,0.0611422564821303,0.14041695865452,0.033396110721794,0.0056499649614576,0.00865014015416959,0.0905005841646446,0.0436110944707362,67726
"Wood County, Texas","499",0.102321658454299,0.128945972744253,0.4747,0.262290579511123,0.0682352223137722,0.121822454148738,0.0487350849888614,0.0141902407763435,0.00698831212426379,0.106365159128978,0.0514948277821985,56749
"Yoakum County, Texas","501",0.669530887134231,0.111240130051091,0.4193,0.226251478123768,0.0748916042569965,0.099329917225069,0.017540402049665,0.000788332676389436,0,0.0980392156862745,0.053142702994335,69004
"Young County, Texas","503",0.189911474862201,0.141351764772534,0.4655,0.248413272274444,0.0555957258777215,0.164698320880533,0.0574435606973568,0.0109263276291476,0.00265124126295493,0.115605393138433,0.0299308371094682,52158
"Zapata County, Texas","505",0.945517096117391,0.321992882562278,0.5495,0.267554780876494,0.0384711155378486,0.111304780876494,0.00697211155378486,0.00323705179282869,0,0.243335465984218,0.0831994286734512,32945
"Zavala County, Texas","507",0.938809723386421,0.351749851707482,0.4014,0.2605266863822,0.0895648500211238,0.0697084917617237,0.0494296577946768,0.00337980566117448,0.00112660188705816,0.317909635274905,0.0436732306492494,40090
